"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"E20.30.60.10";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.10__AC-S1__electric lock_gen__";"AC-S1";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Solenoïde slot standaard 1-punts";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Serrure à solénoïde électromagnétique standard monopoint"
"E20.30.60.11";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.11__AC-S3__electric lock_gen__";"AC-S3";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Solenoïde slot standaard meerpunts";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Serrure à solénoïde électromagnétique standard multipoint"
"E20.30.60.20";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.20__AC-M1__electric lock_gen__";"AC-M1";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Elektrisch motorslot standaard 1-punts";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Serrure électrique motorisée standard monopoint"
"E20.30.60.21";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.21__AC-M3__electric lock_gen__";"AC-M3";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Elektrisch motorslot standaard meerpunts";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Serrure électrique motorisée standard multipoint"
"E20.30.60.30";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_magnetic lock_gen_witas.rfa";"RSen_68_SD_FB_magnetic lock_gen_witas.rfa";"E20.30.60.30__AC__magnetic lock_gen__";"AC";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Elektro houdmagneet opbouw standaard";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Ventouse électromagnétique de maintien de porte standard en saillie"
"E20.30.60.40";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.40__AC-P1__electric lock_gen__";"AC-P1";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Versterkte elektrische sluitplaat 1-punt";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Gâche électrique renforcée monopoint"
"E20.30.60.41";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_electric lock_gen_witas.rfa";"RSen_68_SD_FB_electric lock_gen_witas.rfa";"E20.30.60.41__AC-P3__electric lock_gen__";"AC-P3";"False";"BEVEILIGINGSINSTALLATIES :: Toegangscontrole - elektronische deurbeslagen/cilinders :: Sluitsystemen :: Versterkte elektrische sluitplaat meerpunts";"INSTALLATIONS DE SÉCURITÉ :: Contrôle d'accès - garniture de porte/cylindre électronique :: Système de fermeture :: Gâche électrique renforcée multipoint"
"E20.40.06";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_motion detector - high current_gen_witas.rfa";"RSen_62_LD_FB_motion detector - high current_gen_witas.rfa";"E20.40.06__PS__motion detector - high current_gen__";"PS";"False";"BEVEILIGINGSINSTALLATIES :: Beheer parkingtoegang :: Radar detectie";"INSTALLATIONS DE SÉCURITÉ :: Gestion d'accès parking :: Détection radar"
"E20.40.10";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_flashlight_gen_witas.rfa";"RSen_68_SD_FB_flashlight_gen_witas.rfa";"E20.40.10__PS__flashlight - red_gen__";"PS";"False";"BEVEILIGINGSINSTALLATIES :: Beheer parkingtoegang :: Verkeerslichten";"INSTALLATIONS DE SÉCURITÉ :: Gestion d'accès parking :: Feux de circulation"
"E20.40.25.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E20.40.25.01__PS-IN__";"PS-IN";"False";"BEVEILIGINGSINSTALLATIES :: Beheer parkingtoegang :: Bedieningszuilen";"INSTALLATIONS DE SÉCURITÉ :: Gestion d'accès parking :: Bornes de commande"
"E20.40.25.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E20.40.25.02__PS-OUT__";"PS-OUT";"False";"BEVEILIGINGSINSTALLATIES :: Beheer parkingtoegang :: Bedieningszuilen";"INSTALLATIONS DE SÉCURITÉ :: Gestion d'accès parking :: Bornes de commande"
"E20.40.30.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E20.40.30.01__PS- PAY__";"PS- PAY";"False";"BEVEILIGINGSINSTALLATIES :: Beheer parkingtoegang :: Codegenerator en printer";"INSTALLATIONS DE SÉCURITÉ :: Gestion d'accès parking :: Générateu de code et imprimante"
"E20.45.10";"\RSen_10_Model families\Electrical Devices\Lighting Devices\High Current\RSen_62_LD_FB_motion detector 360 - high current_gen_witas.rfa";"RSen_62_LD_FB_motion detector 360 - high current_gen_witas.rfa";"E20.45.10__PS__motion detector 360 - high current_gen__";"PS";"False";"BEVEILIGINGSINSTALLATIES :: Beheer en signalisatie parkingbezetting :: Plaatsdetector";"INSTALLATIONS DE SÉCURITÉ :: Gestion et signalisation occupation de parking :: Capteur d'occupation de parking"
"E20.45.80";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_junction box m-f_gen_witas.rfa";"RSen_62_EE_FB_junction box m-f_gen_witas.rfa";"E20.45.80__PS__mf junction box_gen__";"PS";"False";"BEVEILIGINGSINSTALLATIES :: Beheer en signalisatie parkingbezetting :: Centrale controllers";"INSTALLATIONS DE SÉCURITÉ :: Gestion et signalisation occupation de parking :: Régulateur central"
"E22.01.05";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_lightning rod_gen_witas.rfa";"RSen_68_SD_FB_lightning rod_gen_witas.rfa";"E22.01.05____capturer - base - rectangular_gen__";"";"False";"BLIKSEMBEVEILIGING :: Uitwendige bliksembeveiliging :: Daalgeleiders en beschermingsbuizen";"PROTECTION CONTRE LA FOUDRE :: Protection extérieure contre la foudre :: Conducteurs de descente et tubes de protection"
"E22.01.06";"\RSen_10_Model families\Electrical Devices\Security Devices\RSen_68_SD_FB_lightning rod_gen_witas.rfa";"RSen_68_SD_FB_lightning rod_gen_witas.rfa";"E22.01.06____capturer - base - round_gen__";"";"False";"BLIKSEMBEVEILIGING :: Uitwendige bliksembeveiliging :: Opvanginrichting";"PROTECTION CONTRE LA FOUDRE :: Protection extérieure contre la foudre :: Dispositif de captage"
"E23.10.03";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_distribution panel lv - wall_gen_witas.rfa";"RSen_62_EE_FB_distribution panel lv - wall_gen_witas.rfa";"E23.10.03__DH__transparent door_gen__";"DH";"False";"ELEKTRISCHE VERWARMING :: Oprit- en wegdekverwarming :: Regeling";"CHAUFFAGE ÉLECTRIQUE :: Chauffage de rampe d'accès et de chaussée :: Régulation"
"E26.01.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E26.01.01__LP-1__column_gen__";"LP-1";"False";"ELEKTRISCHE OPLAADPUNTEN :: Oplaadpalen voor elektrische voertuigen :: Oplaadpaal";"POINTS DE RECHARGE ÉLECTRIQUE :: Bornes de recharge pour voitures électriques :: Borne de recharge"
"E26.01.02";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_column_witas.rfa";"RSen_62_EE_FB_column_witas.rfa";"E26.01.02__LP-2__";"LP-2";"False";"ELEKTRISCHE OPLAADPUNTEN :: Oplaadpalen voor elektrische voertuigen";"POINTS DE RECHARGE ÉLECTRIQUE :: Bornes de recharge pour voitures électriques"
"E26.02.01";"\RSen_10_Model families\Electrical Devices\Electrical Fixtures\RSen_62_EF_FB_socket_gen_witas.rfa";"RSen_62_EF_FB_socket_gen_witas.rfa";"E26.02.01__BL__single - protective conductor - child protection - semi-waterproof - surface mounted_gen______";"BL";"False";"ELEKTRISCHE OPLAADPUNTEN :: Oplaadpalen voor elektrische fietsen :: Oplaadpaal";"POINTS DE RECHARGE ÉLECTRIQUE :: Bornes de recharge pour vélos électriques :: Borne de recharge"
"E29.01.02.01";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_solar_panel_witas.rfa";"RSen_62_EE_FB_solar_panel_witas.rfa";"E29.01.02.01__SP__mounting on flat roof_gen__";"SP";"False";"HERNIEUWBARE ENERGIE EN WARMTEKRACHTKOPPELING :: Photovaltaïsche installatie :: PV-panelen :: Mono/polykristallijne module";"ENERGIE RENOUVELABLE ET COGENERATION :: Installation photovoltaïque :: Panneaux PV :: Module monocristallin/polycristallin"
"E29.01.02.10";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_solar_panel_witas.rfa";"RSen_62_EE_FB_solar_panel_witas.rfa";"E29.01.02.10__MONO__mounting on flat roof_gen__";"MONO";"False";"HERNIEUWBARE ENERGIE EN WARMTEKRACHTKOPPELING :: Photovaltaïsche installatie :: PV-panelen :: Monokristallijne module";"ENERGIE RENOUVELABLE ET COGENERATION :: Installation photovoltaïque :: Panneaux PV :: Module monocristallin"
"E29.01.02.20";"\RSen_10_Model families\Electrical Equipment\RSen_62_EE_FB_solar_panel_witas.rfa";"RSen_62_EE_FB_solar_panel_witas.rfa";"E29.01.02.20__POLY__mounting on flat roof_gen__";"POLY";"False";"HERNIEUWBARE ENERGIE EN WARMTEKRACHTKOPPELING :: Photovaltaïsche installatie :: PV-panelen :: Polykristallijne module";"ENERGIE RENOUVELABLE ET COGENERATION :: Installation photovoltaïque :: Panneaux PV :: Module polycristallin"
"E36.01.10.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.01__PR__surface mounted_gen__";"PR";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type PR: Vluchtweg - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - en saillie"
"E36.01.10.02";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.02__ER__recessed_gen__";"ER";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type ER: Vluchtweg - inbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - encastré"
"E36.01.10.03";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.03__MR__perpendicular wall mounting_gen__";"MR";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MR: Vluchtweg - wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie avec support pour montage horizontal"
"E36.01.10.04";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.04__MR__parallel wall mounting_gen__";"MR";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MR: Vluchtweg - wandopbouw verticale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie pour montage vertical"
"E36.01.10.10";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.10__PRW__surface mounted_gen__";"PRW";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type PRW: Vluchtweg - opbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - en saillie, haute puissance"
"E36.01.10.11";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.11__ERW__recessed_gen__";"ERW";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type ERW: Vluchtweg - inbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - encastré, haute puissance"
"E36.01.10.12";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.12__MRW__parallel wall mounting_gen__";"MRW";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MRW: Vluchtweg - wandopbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - mural en saillie, haute puissance"
"E36.01.10.20";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.20__PRH__surface mounted_gen__";"PRH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type PRH: Vluchtweg - hermetisch opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique en saillie"
"E36.01.10.22";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.22__MRH__perpendicular wall mounting_gen__";"MRH";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MRH: Vluchtweg - hermetisch wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie avec support pour montage horizontal"
"E36.01.10.23";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.23__MRH__parallel wall mounting_gen__";"MRH";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MRH: Vluchtweg - hermetisch wandopbouw voor verticale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie pour montage vertical"
"E36.01.10.30";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.30__PRWH__surface mounted_gen__";"PRWH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type PRWH: Vluchtweg - hermetisch opbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique en saillie, haute puissance"
"E36.01.10.32";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.10.32__MRWH__parallel wall mounting_gen__";"MRWH";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek vluchtweg :: type MRWH: Vluchtweg - hermetisch wandopbouw, hoog-vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour chemins d'évacuation :: Chemin d'évacuation - hermétique mural en saillie, haute puissance"
"E36.01.11.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.01__PA__surface mounted_gen__";"PA";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type PA: Anti-paniek - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - en saillie"
"E36.01.11.02";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.02__EA__recessed_gen__";"EA";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type EA: Anti-paniek - inbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - encastré"
"E36.01.11.03";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.03__MA__perpendicular wall mounting_gen__";"MA";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type MA: Anti-paniek - wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - mural en saillie avec support pour montage horizontal"
"E36.01.11.10";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.10__PAW__surface mounted_gen__";"PAW";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type PAW: Anti-paniek - opbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - en saillie, haute puissance"
"E36.01.11.11";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.11__EAW__recessed_gen__";"EAW";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type EAW: Anti-paniek - inbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - encastré, haute puissance"
"E36.01.11.12";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.12__MAW__parallel wall mounting_gen__";"MAW";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type MAW: Anti-paniek - wandopbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - mural en saillie, haute puissance"
"E36.01.11.20";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.20__PAH__surface mounted_gen__";"PAH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type PAH: Anti-paniek - hermetisch opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique en saillie"
"E36.01.11.22";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.22__MAH__perpendicular wall mounting_gen__";"MAH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type MAH: Anti-paniek - hermetisch wandopbouw met beugel voor horizontale montage";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique mural en saillie avec support pour montage horizontal"
"E36.01.11.30";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.30__PAWH__surface mounted_gen__";"PAWH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type PAWH: Anti-paniek - hermetisch opbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique en saillie, haute puissance"
"E36.01.11.32";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.11.32__MAWH__parallel wall mounting_gen__";"MAWH";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - lensoptiek anti-paniek :: type MAWH: Anti-paniek - hermetisch wandopbouw, hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique pour éclairage antipanique :: Antipanique - hermétique mural en saillie, haute puissance"
"E36.01.15.01";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.01__PF__surface mounted_gen__";"PF";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type PF: Langwerpig type - Fresnellens - opbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - en saillie"
"E36.01.15.02";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.02__EF__recessed_gen__";"EF";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type EF: Langwerpig type - Fresnellens - inbouw";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - encastré"
"E36.01.15.10";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.10__PFW__surface mounted_gen__";"PFW";"False";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type PFW: Langwerpig type - Fresnellens - opbouw - hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - en saillie, haute puissance"
"E36.01.15.11";"\RSen_10_Model families\Lighting Fixtures\RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"RSen_68_LF_FB_emergency lighting fixture_gen_witas.rfa";"E36.01.15.11__EFW__recessed_gen__";"EFW";"True";"VEILIGHEIDSVERLICHTING :: Decentrale autonome toestellen :: Veiligheidsverlichting LED - fresneloptiek :: type EFW: Langwerpig type - Fresnellens - inbouw - hoog vermogen";"ÉCLAIRAGE DE SÉCURITÉ :: Appareils autonomes décentralisés :: Éclairage de sécurité LED - lentille optique de Fresnel :: Grande portée - lentille de Fresnel - encastré, haute puissance"
